"session";"created";"modified";"ended";"expired";"last_outside_referrer";"browser";"server_start";"consent";"gender";"age";"edu_highest";"SES_subj";"state";"work";"study";"relationship";"relationship_qual";"income_before";"income_now";"offline_purchase";"online_purchase";"credit_card";"credit_card_amount";"debt";"debt_amount";"clothes";"shoes";"jewellery";"electronics";"grocery";"gift";"books_movies_music_games";"health_beauty";"medication";"bags_accessories";"hobby";"clothes_value";"shoes_value";"jewellery_value";"electronics_value";"grocery_value";"gift_value";"books_movies_music_games_value";"health_beauty_value";"medication_value";"bags_accessories_value";"hobby_value";"attention_check_1";"coss_salience_1";"coss_salience_2";"coss_salience_3";"coss_salience_4";"coss_moodMod_1";"coss_moodMod_2";"coss_moodMod_3";"coss_moodMod_4";"coss_conflict_1";"coss_conflict_2";"coss_conflict_3";"coss_conflict_4";"coss_tolerance_1";"coss_tolerance_2";"coss_tolerance_3";"coss_tolerance_4";"coss_relapse_1";"coss_relapse_2";"coss_relapse_3";"coss_relapse_4";"coss_withdrawal_1";"coss_withdrawal_2";"coss_withdrawal_3";"coss_withdrawal_4";"coss_problems_1";"coss_problems_2";"coss_problems_3";"coss_problems_4";"bergen_salience_1";"bergen_salience_2";"bergen_salience_3";"bergen_salience_4";"bergen_moodMod_1";"bergen_moodMod_2";"bergen_moodMod_3";"bergen_moodMod_4";"bergen_conflict_1";"bergen_conflict_2";"bergen_conflict_3";"bergen_conflict_4";"bergen_tolerance_1";"bergen_tolerance_2";"bergen_tolerance_3";"bergen_tolerance_4";"bergen_relapse_1";"bergen_relapse_2";"bergen_relapse_3";"bergen_relapse_4";"bergen_withdrawal_1";"bergen_withdrawal_2";"bergen_withdrawal_3";"bergen_withdrawal_4";"bergen_problems_1";"bergen_problems_2";"bergen_problems_3";"bergen_problems_4";"attention_check_2";"ciss_1_task";"ciss_2_task";"ciss_3_task";"ciss_4_task";"ciss_5_task";"ciss_6_task";"ciss_7_task";"ciss_8_emot";"ciss_9_emot";"ciss_10_emot";"ciss_11_emot";"ciss_12_emot";"ciss_13_emot";"ciss_14_emot";"ciss_15_treat";"ciss_16_treat";"ciss_17_treat";"ciss_18_contact";"ciss_19_contact";"ciss_20_contact";"pss_1";"pss_2";"pss_3";"pss_4r";"pss_5r";"pss_6r";"pss_7r";"pss_8";"pss_9r";"pss_10r";"pss_11";"pss_12";"pss_13r";"pss_14";"stress_outbreak";"BAs_alcohol";"BAs_smoking";"BAs_legal_drug";"BAs_illegal_drug";"BAs_gambling";"BAs_gaming";"BAs_overeating";"BAs_shopping";"BAs_other";"BAs_other_text";"BAs_other_freq";"sds_2r";"sds_3r";"sds_4r";"sds_5r";"sds_6";"sds_7";"sds_8";"sds_9";"sds_10";"attention_check_3";"sds_1r";"age2";"feedback"
"elY8y9lYI15lbW51ejP31_KZ328jQjW9BdE-XPsu2RfIDbKR-iob-r1zngjuZuXD";"2020-04-08 06:57:56";"";"";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3BWI6RSP7LLIVOLRZNKXRO9MV6WE7T&hitId=3PA41K45WRGK6VCNIZV6WGC5YUO7P9&workerId=A1GKD3NG1NNHRP&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"gFmYrAwNg2XWbtllDSg0FMSHcj457_B3jkmaOpo066BRxnTulDUbMzL1Df7mty-F";"2020-04-08 07:12:41";"2020-04-08 07:21:30";"2020-04-08 07:21:30";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3TMSXRD2XBCY12SGV7XUCKP9ZO11WZ&hitId=3PA41K45WRGK6VCNIZV6WGC5YUO7P9&workerId=A2QWTQ4I70BRWO&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"1";"2";"32";"2";"poor";"California";"2";"2";"2";"";"15_25k";"15_25k";"2";"1";"1";"";"1";"";"2";"2";"2";"2";"1";"2";"2";"2";"";"2";"1";"";"";"";"";"50_100";"";"";"";"";"";"50_100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"2";"4";"1";"3";"3";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"4";"2";"2";"1";"1";"2";"1";"4";"4";"4";"4";"4";"4";"4";"3";"3";"2";"2";"3";"4";"3";"3";"2";"2";"2";"2";"1";"1";"4";"2";"4";"4";"4";"3";"1";"4";"3";"1";"3";"3";"2";"6";"1";"1";"1";"1";"1";"4";"1";"";"2";"";"";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"32";""
"58_FsClR8RX6F2hh8M8l9qPQ9KZAG3fIrKiF1l0ukBicDMmGD6MNY-e9nXZmlph7";"2020-04-08 07:22:06";"2020-04-08 07:39:14";"2020-04-08 07:39:14";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3PB5A5BD00IGF2HI5IALRRUY8MB7G3&hitId=3PA41K45WRGK6VCNIZV6WGC5YUO7P9&workerId=A3IPQOLO0RNF3K&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Safari/537.36";"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Safari/537.36";"1";"2";"32";"4";"poor";"California";"1";"2";"1";"1";"50-75k";"35_50k";"1";"2";"";"";"";"";"2";"2";"2";"2";"1";"2";"2";"2";"";"2";"2";"";"";"";"";"100_250";"";"";"";"";"";"";"3";"4";"3";"3";"4";"2";"2";"2";"2";"4";"3";"3";"3";"4";"3";"4";"3";"2";"3";"4";"4";"2";"3";"3";"2";"4";"4";"3";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"4";"3";"3";"4";"4";"3";"3";"4";"2";"3";"4";"3";"2";"3";"2";"3";"3";"2";"3";"2";"3";"3";"2";"2";"2";"3";"3";"4";"4";"3";"3";"3";"2";"4";"7";"3";"2";"3";"4";"2";"3";"3";"";"2";"";"";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"32";"Good"
"ssLOOM7cSis8g9vveeIiPgYU7S1JdCw1ehxyajMOV9lXYhLTAIqAVfhZ2BeLbsOF";"2020-04-08 07:26:51";"2020-04-08 07:38:19";"2020-04-08 07:38:19";"";"";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.122 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.122 Safari/537.36";"1";"2";"29";"2";"poor";"Kentucky";"1";"2";"2";"";"";"";"2";"2";"1";"";"1";"";"2";"2";"2";"2";"1";"2";"2";"2";"";"2";"2";"";"";"";"";"50_100";"";"";"";"";"";"";"4";"4";"3";"3";"4";"3";"4";"2";"3";"3";"2";"3";"4";"4";"2";"4";"4";"3";"3";"3";"4";"4";"3";"3";"3";"3";"4";"3";"4";"4";"4";"3";"4";"4";"3";"4";"4";"4";"4";"4";"3";"4";"4";"4";"3";"4";"3";"2";"3";"3";"4";"4";"3";"3";"2";"3";"4";"3";"4";"2";"3";"3";"4";"3";"4";"3";"4";"3";"3";"3";"3";"2";"3";"4";"3";"2";"2";"3";"3";"3";"2";"4";"3";"4";"3";"2";"4";"3";"4";"4";"4";"4";"6";"1";"1";"1";"1";"1";"1";"1";"";"2";"";"";"2";"1";"1";"1";"1";"2";"1";"2";"1";"2";"2";"29";""
"SN89ktAJdosUU6BkVXJESeRPmJkvqg0nesL8jL8ySQT4RvFJUpvddsfQBXkfvdR-";"2020-04-08 07:28:17";"2020-04-09 08:26:11";"";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=33FOTY3KERXPN4MBEGXT0QI678JC11&hitId=3PA41K45WRGK6VCNIZV6WGC5YUO7P9&workerId=A1KTPYX40PRLVW&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Mobile Safari/537.36";"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Mobile Safari/537.36";"1";"1";"32";"4";"poor";"Minnesota";"1";"2";"2";"";"35_50k";"35_50k";"2";"2";"2";"4000_10000";"1";"";"2";"2";"2";"2";"1";"2";"1";"1";"";"2";"2";"";"";"";"";"100_250";"";"less_than_50";"less_than_50";"";"";"";"5";"3";"5";"5";"4";"4";"4";"4";"4";"2";"1";"1";"1";"4";"4";"5";"5";"3";"1";"3";"3";"4";"4";"4";"5";"4";"2";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"5";"2";"1";"1";"3";"1";"5";"5";"5";"5";"5";"5";"5";"5";"5";"2";"2";"2";"1";"4";"4";"4";"1";"1";"1";"1";"5";"1";"1";"4";"5";"2";"5";"10";"1";"1";"3";"1";"1";"3";"3";"";"2";"";"";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"32";""
"56fRh-vNvpbTsjIvc5qyJsrMUU6AUQZnrqSNfsx7IcGSaeOfa0OBCxHpM_sXVlKX";"2020-04-08 07:30:11";"2020-04-08 07:42:10";"2020-04-08 07:42:10";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3PIWWX1FJOIJQZ8LEXKLRURNR9SJJQ&hitId=3PA41K45WRGK6VCNIZV6WGC5YUO7P9&workerId=A1C9ZHH1PV21PG&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (X11; CrOS x86_64 12739.111.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Safari/537.36";"Mozilla/5.0 (X11; CrOS x86_64 12739.111.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Safari/537.36";"1";"1";"25";"3";"poor";"California";"1";"1";"1";"1";"15_25k";"15_25k";"2";"2";"2";"";"2";"";"2";"2";"2";"2";"1";"2";"2";"2";"";"2";"2";"";"";"";"";"50_100";"";"";"";"";"";"";"3";"3";"3";"3";"3";"3";"2";"2";"3";"3";"3";"3";"4";"4";"3";"2";"3";"3";"3";"4";"2";"4";"3";"3";"4";"2";"4";"3";"3";"4";"2";"2";"2";"3";"1";"4";"3";"3";"3";"3";"3";"3";"3";"3";"4";"2";"2";"4";"2";"2";"3";"4";"4";"2";"2";"4";"3";"1";"4";"4";"3";"4";"4";"4";"3";"3";"3";"3";"2";"2";"4";"3";"3";"3";"2";"3";"2";"4";"2";"2";"2";"1";"3";"3";"2";"2";"2";"2";"2";"3";"3";"2";"6";"1";"1";"1";"1";"1";"1";"2";"";"2";"";"";"2";"1";"1";"1";"1";"1";"2";"1";"2";"2";"1";"25";""
"46_UnkfiPyCHvlBeWhSA0cEfIE1AG2lgJpU_Fb1KnSRUdm7op9y6jWilb-Gr_qqZ";"2020-04-08 07:33:06";"2020-04-08 07:33:34";"";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=39O5D9O87Y4LX70Q1KBCOJX35SXC3T&hitId=3PA41K45WRGK6VCNIZV6WGC5YUO7P9&workerId=A4J4GGMKJ68L0&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"1";"2";"77";"1";"NA";"Alabama";"2";"2";"1";"2";"25_35k";"75_100k";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"wyoYA1UqtVYvROqSY5bGgzqwR3nkMb3sIjaYk_9s6KcdT-zxB4jZ0SksJmxz__Ve";"2020-04-08 07:35:02";"2020-04-08 07:42:59";"2020-04-08 07:42:59";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=39O5D9O87Y4LX70Q1KBCOJX35SXC3T&hitId=3PA41K45WRGK6VCNIZV6WGC5YUO7P9&workerId=A2LIQFOFJYFC93&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"1";"1";"23";"4";"rich";"Illinois";"1";"1";"1";"1";"35_50k";"25_35k";"1";"1";"1";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"3";"3";"4";"4";"3";"4";"3";"3";"4";"3";"3";"2";"4";"3";"4";"3";"4";"3";"2";"4";"4";"4";"3";"4";"3";"3";"3";"3";"4";"4";"4";"3";"3";"3";"7";"3";"4";"3";"4";"3";"3";"4";"";"1";"good";"3";"1";"1";"2";"1";"2";"1";"2";"1";"2";"2";"1";"22";"nothing"
"5QXWIBUy7DuHBxJ29bDDkHd17uba0fMODn0gaymabySAjGd1EFA_ilFGtXaHdt2q";"2020-04-08 07:37:40";"2020-04-08 07:41:40";"";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3TS1AR6UQVQA12LNUY4396UM77B7F4&hitId=3PA41K45WRGK6VCNIZV6WGC5YUO7P9&workerId=A171RZ3O028XF6&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (X11; CrOS x86_64 12739.111.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Safari/537.36";"Mozilla/5.0 (X11; CrOS x86_64 12739.111.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Safari/537.36";"1";"1";"23";"3";"poor";"New_York";"4";"1";"1";"3";"25_35k";"under_15";"2";"2";"1";"";"1";"";"1";"2";"2";"2";"1";"2";"2";"2";"";"2";"2";"less_than_50";"";"";"";"250_500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"gSF1UT4fYK3dhIMFALYbEHVExgWvcImwVhAGuVi3oTAFohRbzsZSJwOCRUn0worU";"2020-04-08 07:52:56";"2020-04-08 08:04:52";"";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3NXNZ5RS1F910SUARC4BZA8B49G97E&hitId=3PA41K45WRGK6VCNIZV6WGC5YUO7P9&workerId=A3JBAUWN5T7E0Q&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"1";"2";"35";"4";"rich";"New_York";"1";"1";"1";"1";"75_100k";"75_100k";"2";"2";"1";"";"1";"";"2";"2";"2";"2";"1";"2";"2";"2";"";"2";"1";"";"";"";"";"100_250";"";"";"";"";"";"100_250";"5";"1";"1";"1";"1";"4";"4";"4";"1";"2";"1";"1";"1";"4";"1";"1";"2";"1";"1";"1";"1";"1";"2";"4";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"5";"4";"1";"1";"5";"4";"1";"1";"3";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"3";"3";"3";"3";"2";"3";"2";"2";"2";"2";"2";"2";"2";"2";"8";"1";"1";"1";"1";"1";"5";"1";"";"2";"";"";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2";"1";"35";""
"c-J-TYBfPiaVOQ1bm-qV1reLQvd7XCK_WQxi61QbsiJnM2DwuDSeHwdOwMqQVKHJ";"2020-04-08 07:59:51";"2020-04-08 08:09:40";"2020-04-08 08:09:40";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3SUWZRL0M3PZRO7MGDF5LA9Q0VCE6U&hitId=3PA41K45WRGK6VCNIZV6WGC5YUO7P9&workerId=A2HHGI5CNSS5PD&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"1";"2";"52";"5";"poor";"North_Carolina";"2";"2";"2";"";"15_25k";"15_25k";"2";"1";"1";"";"1";"";"2";"2";"2";"2";"1";"1";"2";"2";"";"2";"2";"";"";"";"";"less_than_50";"less_than_50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"3";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"3";"3";"2";"3";"2";"3";"3";"2";"1";"2";"1";"1";"1";"3";"2";"3";"4";"4";"4";"3";"1";"3";"4";"3";"4";"3";"1";"6";"1";"1";"1";"1";"1";"4";"2";"";"2";"";"";"2";"2";"1";"2";"1";"1";"1";"2";"2";"2";"1";"52";""
"q9Kd52MxEVgi2g1EvKNmfbfykdr6A7TERlc7QTK9oIxNNFS_vpqrq6P0Ek2qbI07";"2020-04-08 08:02:54";"2020-04-08 08:27:02";"2020-04-08 08:27:02";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=34T446B1C5QPGF1TIXTTMLZW2GDC0Y&hitId=3PA41K45WRGK6VCNIZV6WGC5YUO7P9&workerId=A2FOUSWQDYHIE0&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (X11; CrOS x86_64 12239.92.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.136 Safari/537.36";"Mozilla/5.0 (X11; CrOS x86_64 12239.92.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.136 Safari/537.36";"1";"2";"28";"2";"poorest";"New_York";"4";"2";"1";"2";"15_25k";"under_15";"1";"2";"1";"";"1";"";"2";"2";"2";"2";"1";"2";"2";"2";"";"2";"2";"";"";"";"";"100_250";"";"";"";"";"";"";"5";"4";"2";"4";"2";"2";"2";"2";"2";"2";"4";"1";"1";"2";"3";"4";"5";"3";"1";"2";"2";"3";"2";"2";"3";"2";"2";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"3";"3";"3";"4";"2";"3";"3";"3";"3";"2";"3";"2";"4";"2";"3";"2";"3";"4";"5";"4";"3";"3";"4";"3";"3";"3";"3";"3";"3";"3";"2";"4";"4";"3";"9";"1";"1";"1";"1";"1";"4";"2";"";"2";"";"";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"28";"I hope my input helps. Thank you."
"dUTV7kkvy2gscjaCyCngCa_OugLWKa8xFAEfOGDNIoQB8XxaGtSMzm2h97XKItQh";"2020-04-08 08:04:12";"2020-04-08 08:27:09";"2020-04-08 08:27:09";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3HMVI3QICO42Q7NGA8FIXHAPAW11YY&hitId=3PA41K45WRGK6VCNIZV6WGC5YUO7P9&workerId=AM77BGT0HCCOI&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"1";"2";"38";"2";"poor";"California";"1";"2";"1";"2";"35_50k";"under_15";"2";"2";"1";"";"1";"";"2";"1";"2";"2";"1";"1";"1";"1";"";"1";"1";"";"50_100";"";"";"50_100";"50_100";"less_than_50";"50_100";"";"less_than_50";"50_100";"5";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"4";"4";"4";"3";"4";"4";"2";"1";"2";"2";"1";"2";"2";"3";"1";"3";"3";"5";"2";"2";"2";"3";"4";"4";"4";"3";"2";"4";"4";"2";"3";"5";"2";"6";"1";"1";"1";"1";"1";"1";"2";"";"2";"";"";"2";"2";"1";"1";"1";"1";"1";"1";"2";"2";"2";"38";""
"keOnG_9UlANz6DlG_9ylp5h7jVYQq5UlM_wuYEHPdNlJiDttM-SWT6vdzq_qn9_B";"2020-04-08 08:05:52";"2020-04-08 08:12:50";"2020-04-08 08:12:50";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3PZDLQMM0YXWCP47XKX759SBZEXC2I&hitId=3PA41K45WRGK6VCNIZV6WGC5YUO7P9&workerId=A17OINLIDZ0C14&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"1";"1";"24";"2";"poorest";"California";"4";"2";"2";"";"under_15";"under_15";"1";"2";"1";"";"1";"";"1";"2";"1";"1";"2";"2";"1";"2";"";"2";"1";"less_than_50";"";"less_than_50";"100_250";"";"";"less_than_50";"";"";"";"100_250";"5";"1";"4";"5";"4";"4";"4";"4";"2";"1";"4";"1";"1";"4";"3";"3";"3";"2";"2";"2";"3";"3";"4";"4";"5";"1";"1";"1";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"2";"3";"1";"3";"1";"1";"4";"2";"4";"2";"5";"2";"4";"5";"2";"2";"1";"1";"1";"1";"4";"5";"5";"2";"3";"2";"1";"5";"2";"1";"4";"5";"3";"5";"8";"1";"1";"1";"1";"2";"4";"2";"";"2";"";"";"2";"1";"1";"1";"2";"1";"2";"2";"2";"2";"1";"24";""
"D4f3sv1eA2a8gj4NHrlgS6bynkjG4UV0lF3wNbtr0HwBfTAvxCvYYGyHjhjEePL-";"2020-04-08 08:09:20";"2020-04-08 08:46:33";"";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3DIP6YHAPH4MV2QA9SC35O5H6Q2E8G&hitId=3PA41K45WRGK6VCNIZV6WGC5YUO7P9&workerId=A1YGF0LJJGB30G&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (X11; CrOS x86_64 12871.67.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.94 Safari/537.36";"Mozilla/5.0 (X11; CrOS x86_64 12871.67.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.94 Safari/537.36";"1";"2";"39";"2";"poorer";"Wisconsin";"4";"2";"2";"";"under_15";"under_15";"2";"2";"1";"";"1";"";"2";"2";"2";"2";"1";"2";"2";"2";"";"2";"2";"";"";"";"";"less_than_50";"";"";"";"";"";"";"5";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"1";"2";"4";"1";"1";"1";"1";"1";"1";"1";"3";"4";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
