"session";"created";"modified";"ended";"expired";"last_outside_referrer";"browser";"server_start";"consent";"gender";"age";"edu_highest";"SES_subj";"state";"work";"study";"relationship";"relationship_qual";"income_before";"income_now";"offline_purchase";"online_purchase";"credit_card";"credit_card_amount";"debt";"debt_amount";"clothes";"shoes";"jewellery";"electronics";"grocery";"gift";"books_movies_music_games";"health_beauty";"medication";"bags_accessories";"hobby";"clothes_value";"shoes_value";"jewellery_value";"electronics_value";"grocery_value";"gift_value";"books_movies_music_games_value";"health_beauty_value";"medication_value";"bags_accessories_value";"hobby_value";"attention_check_1";"coss_salience_1";"coss_salience_2";"coss_salience_3";"coss_salience_4";"coss_moodMod_1";"coss_moodMod_2";"coss_moodMod_3";"coss_moodMod_4";"coss_conflict_1";"coss_conflict_2";"coss_conflict_3";"coss_conflict_4";"coss_tolerance_1";"coss_tolerance_2";"coss_tolerance_3";"coss_tolerance_4";"coss_relapse_1";"coss_relapse_2";"coss_relapse_3";"coss_relapse_4";"coss_withdrawal_1";"coss_withdrawal_2";"coss_withdrawal_3";"coss_withdrawal_4";"coss_problems_1";"coss_problems_2";"coss_problems_3";"coss_problems_4";"bergen_salience_1";"bergen_salience_2";"bergen_salience_3";"bergen_salience_4";"bergen_moodMod_1";"bergen_moodMod_2";"bergen_moodMod_3";"bergen_moodMod_4";"bergen_conflict_1";"bergen_conflict_2";"bergen_conflict_3";"bergen_conflict_4";"bergen_tolerance_1";"bergen_tolerance_2";"bergen_tolerance_3";"bergen_tolerance_4";"bergen_relapse_1";"bergen_relapse_2";"bergen_relapse_3";"bergen_relapse_4";"bergen_withdrawal_1";"bergen_withdrawal_2";"bergen_withdrawal_3";"bergen_withdrawal_4";"bergen_problems_1";"bergen_problems_2";"bergen_problems_3";"bergen_problems_4";"attention_check_2";"ciss_1_task";"ciss_2_task";"ciss_3_task";"ciss_4_task";"ciss_5_task";"ciss_6_task";"ciss_7_task";"ciss_8_emot";"ciss_9_emot";"ciss_10_emot";"ciss_11_emot";"ciss_12_emot";"ciss_13_emot";"ciss_14_emot";"ciss_15_treat";"ciss_16_treat";"ciss_17_treat";"ciss_18_contact";"ciss_19_contact";"ciss_20_contact";"pss_1";"pss_2";"pss_3";"pss_4r";"pss_5r";"pss_6r";"pss_7r";"pss_8";"pss_9r";"pss_10r";"pss_11";"pss_12";"pss_13r";"pss_14";"stress_outbreak";"BAs_alcohol";"BAs_smoking";"BAs_legal_drug";"BAs_illegal_drug";"BAs_gambling";"BAs_gaming";"BAs_overeating";"BAs_shopping";"BAs_other";"BAs_other_text";"BAs_other_freq";"sds_2r";"sds_3r";"sds_4r";"sds_5r";"sds_6";"sds_7";"sds_8";"sds_9";"sds_10";"attention_check_3";"sds_1r";"age2";"feedback"
"suqdOSdnBmE9vVoCZqE4w2iwW0__JU9MGeZfHcnnMbKVJI4CjKxUj7gnSt5LOKV0";"2020-04-02 01:14:42";"2020-04-02 01:28:08";"2020-04-02 01:28:08";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3TPZPLC3M5O4RW9U6PXI8JWA3XU3PN&hitId=3PMR2DOWPSDJUYCLWMOLVYNEGP8546&workerId=AETIZKQNUSBLB&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"1";"2";"29";"4";"poor";"Arizona";"4";"2";"2";"";"under_15";"15_25k";"2";"2";"1";"";"1";"";"2";"2";"2";"1";"1";"2";"1";"2";"";"2";"2";"";"";"";"250_500";"less_than_50";"";"less_than_50";"";"";"";"";"5";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"3";"2";"2";"2";"2";"2";"2";"2";"3";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"3";"2";"2";"2";"2";"2";"1";"3";"4";"3";"3";"3";"4";"5";"2";"3";"2";"3";"3";"2";"3";"1";"1";"2";"1";"1";"1";"2";"2";"2";"4";"4";"3";"4";"2";"3";"4";"2";"3";"5";"2";"2";"1";"1";"1";"1";"1";"3";"2";"";"2";"";"";"2";"1";"2";"1";"1";"2";"2";"2";"2";"2";"1";"29";""
"ZZltz4MGKIrDpHzVl89zZaMXHj7BVjMrjpYNwycki8w9lDoW3QR00YqU5m5BfuCV";"2020-04-02 01:59:11";"2020-04-02 02:11:21";"2020-04-02 02:11:21";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3BDCF01OG26FGERK3IX1HWJ37OULYJ&hitId=3PMR2DOWPSDJUYCLWMOLVYNEGP8546&workerId=A1W5Y0RP1IAYQR&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0";"1";"2";"26";"3";"average";"New_Jersey";"1";"2";"2";"";"50-75k";"50-75k";"2";"2";"1";"";"1";"";"2";"2";"2";"1";"1";"2";"2";"2";"";"2";"1";"";"";"";"less_than_50";"100_250";"";"";"";"";"";"less_than_50";"5";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"4";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"3";"3";"3";"4";"3";"3";"3";"3";"1";"2";"3";"4";"4";"2";"1";"1";"2";"2";"1";"3";"2";"3";"4";"3";"4";"2";"1";"1";"3";"1";"3";"4";"3";"7";"2";"1";"3";"1";"1";"4";"1";"";"2";"";"";"2";"2";"1";"1";"1";"1";"1";"1";"2";"2";"2";"28";""
"dLZdJ78-dafxxVFaG5DOZOjM3Cf4YHl7qN9z8nhfkg3f0iD_R4IxwL_g3X5kJNMd";"2020-04-02 13:48:26";"2020-04-02 14:00:51";"2020-04-02 14:00:52";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3L6L49WXW59LGIAFMOTNKIJZQZ1453&hitId=3PMR2DOWPSDJUYCLWMOLVYNEGP8546&workerId=AIL483ULDFJ6V&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"1";"1";"45";"4";"richer";"California";"1";"2";"1";"1";"above_100k";"50-75k";"2";"2";"";"";"2";"2000_4000";"1";"1";"1";"1";"1";"2";"2";"1";"";"1";"1";"50_100";"100_250";"500_1000";"250_500";"50_100";"";"";"50_100";"";"50_100";"100_250";"4";"5";"4";"4";"5";"4";"5";"4";"4";"5";"5";"4";"5";"4";"4";"4";"4";"4";"5";"4";"4";"4";"4";"5";"5";"4";"5";"5";"5";"4";"4";"4";"4";"4";"4";"5";"5";"4";"4";"5";"4";"5";"4";"4";"5";"5";"4";"4";"3";"4";"5";"5";"4";"4";"4";"5";"5";"4";"4";"4";"4";"4";"4";"5";"5";"5";"5";"5";"4";"5";"4";"4";"5";"3";"5";"4";"5";"5";"5";"3";"5";"5";"4";"4";"5";"5";"4";"4";"4";"3";"5";"4";"9";"4";"5";"4";"5";"4";"4";"5";"";"1";"";"5";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"45";""
"qOeUd28OJcJy8xXSuoDbpQO4nNmh4pX_GxNehP4W8dLBcGbnbsy3d-UBzNE6VSeu";"2020-04-04 22:25:12";"2020-04-04 22:35:20";"";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3B1NLC6UG485L8LI1442RDLJ79XPGT&hitId=359AP8GAHKW1C63JDU90CGDYZ9RC7E&workerId=A2FGKKWP33DFWS&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"1";"2";"51";"4";"average";"Georgia";"1";"2";"1";"1";"50-75k";"50-75k";"1";"2";"2";"";"1";"";"2";"2";"2";"2";"1";"2";"1";"1";"";"2";"2";"";"";"";"";"250_500";"";"less_than_50";"100_250";"";"";"";"5";"1";"1";"3";"2";"1";"1";"1";"2";"1";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"1";"2";"1";"2";"1";"1";"2";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"5";"5";"4";"4";"3";"4";"5";"3";"4";"2";"2";"2";"2";"2";"1";"1";"1";"1";"4";"1";"3";"3";"3";"3";"3";"4";"3";"1";"3";"4";"2";"3";"4";"1";"9";"1";"1";"1";"1";"1";"3";"1";"";"2";"";"";"2";"1";"2";"1";"1";"2";"2";"2";"1";"2";"1";"51";""
"r9BaexO5GxyZxDSgBrI-LtUbgiw5hHGs8wpOPiup2pf5ShXOB-SFlmQswJH3NWcM";"2020-04-04 22:25:21";"2020-04-04 22:33:01";"2020-04-04 22:33:01";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3A7Y0R2P2T0KLJDAV1ZMI3Z210NJXF&hitId=359AP8GAHKW1C63JDU90CGDYZ9RC7E&workerId=A1P2RQ166VS5BT&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"1";"1";"62";"4";"average";"Colorado";"1";"2";"4";"";"15_25k";"15_25k";"2";"2";"1";"";"1";"";"1";"2";"2";"1";"1";"2";"2";"2";"";"2";"2";"less_than_50";"";"";"less_than_50";"100_250";"";"";"";"";"";"";"5";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"4";"1";"1";"3";"1";"4";"4";"4";"4";"4";"4";"2";"3";"1";"1";"1";"1";"1";"1";"1";"4";"2";"4";"3";"1";"1";"3";"4";"1";"3";"5";"1";"9";"1";"1";"4";"1";"1";"1";"3";"";"1";"EATING";"3";"2";"1";"1";"1";"2";"2";"1";"2";"1";"2";"2";"62";""
"SBt1-C8CGLzwEtsKuUWBUiA-fSBDJA0B9sszMBHSt3zoikow3jhx5-llmgAKLCUe";"2020-04-04 22:25:42";"2020-04-04 22:31:39";"";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3SPJ033426F9LO3K0XLO1H6B36HJYL&hitId=359AP8GAHKW1C63JDU90CGDYZ9RC7E&workerId=A1GKD3NG1NNHRP&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"1";"1";"60";"3";"poor";"Kentucky";"2";"2";"2";"";"under_15";"under_15";"2";"1";"1";"";"1";"";"2";"2";"2";"2";"1";"2";"2";"1";"";"2";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"pEVA6ZNO7zMfrBHCdoq7q0YJxfO9wZkP0uqG6zqw1YXJ0-IvqXaYKwtw4_e6cD-r";"2020-04-04 22:25:51";"2020-04-04 22:42:45";"2020-04-04 22:42:45";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=36TFCYNS49MOUDIK71W16QJNO8JXHO&hitId=359AP8GAHKW1C63JDU90CGDYZ9RC7E&workerId=A37OUZOGQKGMW0&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"1";"1";"69";"3";"poor";"Tennessee";"4";"2";"2";"";"15_25k";"15_25k";"2";"1";"1";"";"1";"";"2";"2";"2";"2";"1";"2";"2";"2";"";"2";"2";"";"";"";"";"100_250";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2";"1";"3";"3";"1";"2";"1";"2";"3";"3";"2";"1";"3";"4";"2";"2";"2";"2";"2";"2";"3";"2";"2";"2";"2";"1";"1";"1";"1";"4";"5";"4";"5";"4";"5";"5";"1";"1";"1";"2";"1";"4";"1";"3";"2";"1";"3";"4";"3";"2";"2";"3";"4";"4";"4";"4";"1";"5";"2";"1";"3";"4";"1";"7";"1";"1";"1";"1";"1";"1";"2";"";"2";"";"";"2";"2";"2";"2";"2";"1";"1";"2";"1";"2";"2";"69";""
"HOu7HXkYIIPc7PqBznEjKeczMZCmug0MD90rKTNDDXuHYbWzV7YMNs6PYaUqJYbr";"2020-04-04 22:26:15";"2020-04-04 22:26:31";"";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3NPFYT4IZHGAUHN9NVEJLQ7M986XGP&hitId=359AP8GAHKW1C63JDU90CGDYZ9RC7E&workerId=A12OZ7P7Z41SJI&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5oYk1OpjRQx9wl0bw_Pm_vOru2vUhrDQ29T8-OHRJEvRk1X7u_i_JyBpkCQrdquR";"2020-04-04 22:27:00";"2020-04-04 22:42:20";"2020-04-04 22:42:20";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=33LK57MYLYH2PHWFJDWL7P605JYSZ1&hitId=359AP8GAHKW1C63JDU90CGDYZ9RC7E&workerId=ALF9AAZGQP4K5&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (X11; CrOS x86_64 12739.94.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.137 Safari/537.36";"Mozilla/5.0 (X11; CrOS x86_64 12739.94.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.137 Safari/537.36";"1";"2";"32";"3";"average";"Florida";"1";"2";"1";"1";"50-75k";"50-75k";"2";"2";"1";"";"1";"";"2";"2";"2";"2";"1";"1";"2";"2";"";"2";"1";"";"";"";"";"50_100";"less_than_50";"";"";"";"";"250_500";"5";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"4";"1";"1";"2";"2";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"1";"3";"2";"3";"3";"3";"3";"3";"3";"2";"2";"2";"4";"3";"4";"2";"2";"3";"1";"3";"1";"2";"2";"2";"4";"4";"4";"4";"1";"4";"4";"1";"4";"4";"1";"3";"2";"1";"1";"1";"1";"1";"1";"";"2";"";"";"1";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"32";""
"5F99J0lLG2dENwm0qeF_QGzwmpEWhnkYfNywORvvaZ1i8dDaP0YxtdZHO_MVdYQ9";"2020-04-04 22:27:19";"2020-04-04 23:06:13";"2020-04-04 23:06:13";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3YJ6NA41JGSFCABJ9AP5OQDZZ1EPJX&hitId=359AP8GAHKW1C63JDU90CGDYZ9RC7E&workerId=A1O5IL3N3G3WIL&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"1";"1";"45";"3";"poor";"Michigan";"1";"2";"2";"";"15_25k";"under_15";"1";"2";"2";"4000_10000";"1";"";"2";"2";"2";"2";"1";"2";"2";"2";"";"2";"2";"";"";"";"";"100_250";"";"";"";"";"";"";"5";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"5";"2";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"4";"4";"5";"4";"4";"5";"4";"2";"2";"2";"2";"2";"4";"2";"3";"1";"1";"4";"4";"4";"2";"3";"3";"4";"4";"4";"3";"2";"4";"3";"3";"3";"4";"2";"7";"1";"1";"1";"1";"1";"2";"1";"";"2";"";"";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"45";""
"PbHJr4FYl9eb9xSOTvS2-B1ZXMYYtAvisLnzfRAAtdyRVU_VULzjpcUzzCWnC2-P";"2020-04-04 22:28:25";"2020-04-04 22:57:16";"2020-04-04 22:57:16";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3WS1NTTKE3OWJRL39ZJUURKZYMM0FZ&hitId=359AP8GAHKW1C63JDU90CGDYZ9RC7E&workerId=A2NGMLBFZ3YQP5&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"1";"1";"60";"5";"poor";"New_York";"1";"2";"1";"2";"under_15";"15_25k";"1";"2";"2";"100_250";"1";"";"2";"2";"2";"2";"2";"2";"2";"1";"";"2";"2";"";"";"";"";"";"";"";"less_than_50";"";"";"";"5";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"5";"4";"4";"5";"3";"4";"5";"4";"4";"4";"4";"4";"5";"4";"4";"2";"2";"1";"5";"2";"2";"3";"4";"3";"3";"3";"3";"3";"3";"3";"3";"4";"4";"3";"8";"3";"1";"1";"2";"1";"1";"1";"";"2";"";"";"2";"1";"1";"1";"2";"2";"1";"2";"1";"2";"2";"60";""
"nPyMYf-e4ZcvuS9knXHHi0CyhT5hh4yOMF6CCPTPb1CW-iqNswxbEgFKMD9oFYX9";"2020-04-04 22:29:53";"2020-04-04 22:36:42";"2020-04-04 22:36:42";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3DBQWDE4YBA72QKL4T8JJRPZHLIN5D&hitId=359AP8GAHKW1C63JDU90CGDYZ9RC7E&workerId=A1BVG13MHBM1YD&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"1";"1";"43";"2";"average";"Florida";"1";"2";"1";"1";"25_35k";"under_15";"1";"1";"1";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"5";"5";"5";"5";"5";"5";"2";"2";"2";"2";"5";"2";"5";"4";"2";"2";"2";"2";"2";"3";"3";"3";"3";"4";"4";"4";"3";"2";"4";"4";"3";"4";"5";"2";"7";"1";"1";"1";"1";"1";"1";"1";"";"2";"";"";"1";"2";"1";"1";"2";"2";"1";"2";"2";"2";"1";"43";""
"vYi_K8wSZkDw6BH86x8mWRqwqpfntYBMFY8MPRQXRHDZtCpza0tg3y9gYLqqNKSy";"2020-04-04 22:32:15";"2020-04-04 22:51:15";"2020-04-04 22:51:15";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3SB5N7Y3O8G2XRHYKJPCCCKBZ1M0GY&hitId=359AP8GAHKW1C63JDU90CGDYZ9RC7E&workerId=A2I37S7GQR6X1H&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"1";"2";"59";"5";"rich";"Illinois";"1";"2";"1";"3";"75_100k";"75_100k";"2";"2";"1";"";"1";"";"1";"2";"2";"2";"1";"2";"2";"1";"";"2";"1";"50_100";"";"";"";"100_250";"";"";"50_100";"";"";"less_than_50";"5";"1";"2";"3";"4";"5";"4";"2";"4";"1";"2";"2";"1";"4";"1";"2";"3";"2";"2";"2";"2";"5";"4";"4";"4";"1";"1";"1";"2";"2";"2";"3";"5";"5";"4";"3";"4";"1";"2";"2";"1";"4";"2";"2";"2";"1";"2";"2";"2";"5";"4";"5";"4";"1";"1";"1";"2";"1";"5";"5";"5";"5";"4";"4";"5";"4";"4";"3";"2";"3";"4";"2";"3";"2";"2";"2";"3";"1";"4";"3";"5";"4";"4";"4";"3";"2";"4";"4";"3";"5";"5";"3";"8";"3";"2";"1";"1";"1";"3";"2";"";"1";"Over-exercising (too intense for too many minutes)";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"59";"We are going through a very difficult period right now with the coronavirus, but like all of the health and financial crises that came before it, it will pass."
"yiS8n-M8y10vddrMYNLWhDmTF5l5wVtEjWa22H4t7aWc-rgIazw6CMQzmUKmzTJC";"2020-04-04 22:36:12";"2020-04-04 22:38:38";"2020-04-04 22:38:38";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=32N49TQG3LUHG15B1GLR1JZYV2LVA8&hitId=359AP8GAHKW1C63JDU90CGDYZ9RC7E&workerId=A2JI88OO9BS59Y&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"1";"2";"23";"3";"rich";"Florida";"2";"2";"1";"4";"under_15";"under_15";"1";"1";"1";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"3";"3";"3";"3";"3";"4";"3";"3";"4";"3";"3";"4";"4";"3";"4";"3";"3";"4";"3";"3";"3";"3";"4";"3";"3";"4";"3";"3";"3";"3";"3";"4";"4";"3";"6";"3";"3";"4";"3";"3";"3";"3";"";"2";"";"";"1";"1";"1";"1";"2";"2";"1";"1";"2";"2";"1";"23";""
"sXIpjakdzjEjI0EBYH5weJssYuFrnGN-24LwtZhGrn1jqfMvk4glD6w6hm-v0DBf";"2020-04-04 22:36:29";"2020-04-04 22:40:30";"2020-04-04 22:40:30";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3N2BF7Y2VV6D01JGTUUSV93PH4ZHMO&hitId=359AP8GAHKW1C63JDU90CGDYZ9RC7E&workerId=A2EI9E6EBZEZO1&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"1";"1";"38";"4";"average";"Florida";"1";"2";"1";"1";"above_100k";"above_100k";"1";"1";"1";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"3";"4";"3";"3";"4";"4";"3";"2";"4";"4";"2";"2";"3";"3";"4";"3";"4";"4";"4";"4";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"2";"1";"1";"1";"1";"1";"1";"1";"";"2";"";"";"2";"2";"2";"1";"1";"1";"1";"1";"1";"2";"2";"38";""
